Component,Is_Breaker
Line.line_dho_3131_3130,0
Line.line_dho_3132_3131,0
Line.line_dho_3133_3132,0
Line.line_dho_3134_3135,0
Line.line_dho_3135_3136,0
Line.line_dho_3136_3137,0
Line.line_dho_3138_3139,0
Line.line_dho_3139_3140,0
Line.line_dho_3140_3141,0
Line.line_dho_3141_3142,0
Line.line_dho_3142_3143,0
Line.line_dho_3143_3144,0
Line.line_dho_3144_3145,0
Line.line_dho_3145_3146,0
Line.line_dho_3146_3147,0
Line.line_dho_3147_3148,0
Line.line_dho_3148_3149,0
Line.line_dho_3149_3150,0
Line.line_dho_3150_3151,0
Line.line_dho_3151_3152,0
Line.line_dho_3152_3153,0
Line.line_dho_3153_3154,0
Line.line_dho_3154_3155,0
Line.line_dho_3155_3156,0
Line.line_dho_3156_3157,0
Line.line_dho_3157_3158,0
Line.line_dho_3158_3159,0
Line.line_dho_3159_3160,0
Line.line_dho_3160_3161,0
Line.line_dho_3161_3162,0
Line.line_dho_3162_3163,0
Line.line_dho_3163_3164,0
Line.line_dho_3164_3165,0
Line.line_dho_3165_3166,0
Line.line_dho_3166_3167,0
Line.line_dho_3167_3168,0
Line.line_dho_3168_3169,0
Line.line_dho_3169_3170,0
Line.line_dho_3170_3171,0
Line.line_dho_3171_3172,0
Line.line_dho_3172_3242,0
Line.line_dho_3173_3174,0
Line.line_dho_3174_3175,0
Line.line_dho_3175_3192,0
Line.line_dho_3176_3177,0
Line.line_dho_3178_3173,0
Line.line_dho_3178_3179,0
Line.line_dho_3179_3180,0
Line.line_dho_3180_3183,0
Line.line_dho_3181_3182,0
Line.line_dho_3183_3181,0
Line.line_dho_3183_3184,0
Line.line_dho_3184_3185,0
Line.line_dho_3185_3186,0
Line.line_dho_3186_3187,0
Line.line_dho_3187_3188,0
Line.line_dho_3188_3189,0
Line.line_dho_3189_3190,0
Line.line_dho_3190_3191,0
Line.line_dho_3192_3193,0
Line.line_dho_3192_3241,0
Line.line_dho_3193_3194,0
Line.line_dho_3194_3195,0
Line.line_dho_3195_3196,0
Line.line_dho_3196_3197,0
Line.line_dho_3197_3198,0
Line.line_dho_3198_3199,0
Line.line_dho_3200_3201,0
Line.line_dho_3201_3202,0
Line.line_dho_3202_3002,0
Line.line_dho_3203_3204,0
Line.line_dho_3204_3205,0
Line.line_dho_3205_3206,0
Line.line_dho_3206_3207,0
Line.line_dho_3207_3010,0
Line.line_dho_3208_3209,0
Line.line_dho_3209_3210,0
Line.line_dho_3210_3211,0
Line.line_dho_3211_3212,0
Line.line_dho_3212_3011,0
Line.line_dho_3213_3214,0
Line.line_dho_3214_3215,0
Line.line_dho_3215_3012,0
Line.line_dho_3216_3217,0
Line.line_dho_3217_3218,0
Line.line_dho_3218_3219,0
Line.line_dho_3219_3013,0
Line.line_dho_3220_3221,0
Line.line_dho_3221_3222,0
Line.line_dho_3222_3223,0
Line.line_dho_3223_3224,0
Line.line_dho_3224_3225,0
Line.line_dho_3225_3226,0
Line.line_dho_3226_3227,0
Line.line_dho_3227_3014,0
Line.line_dho_3228_3229,0
Line.line_dho_3229_3230,0
Line.line_dho_3230_3016,0
Line.line_dho_3231_3232,0
Line.line_dho_3232_3233,0
Line.line_dho_3233_3234,0
Line.line_dho_3234_3017,0
Line.line_dho_3235_3018,0
Line.line_dho_3236_3019,0
Line.line_dho_3237_3052,0
Line.line_dho_3238_3046,0
Line.line_dho_3239_3072,0
Line.line_dho_3240_3133,0
Line.line_dho_3241_3176,0
Line.line_dho_3242_3178,0
Line.line_got_104_4148,0
Line.line_got_4002_4149,0
Line.line_got_4003_4152,0
Line.line_got_4004_4165,0
Line.line_got_4005_4162,0
Line.line_got_4006_4169,0
Line.line_got_4007_4183,0
Line.line_got_4008_4187,0
Line.line_got_4009_4186,0
Line.line_got_4010_4184,0
Line.line_got_4011_4179,0
Line.line_got_4012_4177,0
Line.line_got_4013_4175,0
Line.line_got_4014_4015,0
Line.line_got_4015_4016,0
Line.line_got_4016_4017,0
Line.line_got_4017_4018,0
Line.line_got_4018_4019,0
Line.line_got_4019_4020,0
Line.line_got_4020_4168,0
Line.line_got_4021_4022,0
Line.line_got_4022_4023,0
Line.line_got_4023_4024,0
Line.line_got_4024_4025,0
Line.line_got_4025_4026,0
Line.line_got_4026_4027,0
Line.line_got_4027_4028,0
Line.line_got_4028_4029,0
Line.line_got_4029_4030,0
Line.line_got_4030_4031,0
Line.line_got_4031_4032,0
Line.line_got_4032_4033,0
Line.line_got_4033_4034,0
Line.line_got_4034_4035,0
Line.line_got_4035_4036,0
Line.line_got_4036_4037,0
Line.line_got_4037_4038,0
Line.line_got_4038_4039,0
Line.line_got_4039_4040,0
Line.line_got_4040_4041,0
Line.line_got_4041_4042,0
Line.line_got_4042_4043,0
Line.line_got_4043_4044,0
Line.line_got_4044_4045,0
Line.line_got_4045_4046,0
Line.line_got_4046_4047,0
Line.line_got_4047_4048,0
Line.line_got_4048_4049,0
Line.line_got_4049_4050,0
Line.line_got_4050_4051,0
Line.line_got_4051_4052,0
Line.line_got_4052_4053,0
Line.line_got_4053_4054,0
Line.line_got_4054_4055,0
Line.line_got_4055_4056,0
Line.line_got_4056_4057,0
Line.line_got_4057_4058,0
Line.line_got_4058_4059,0
Line.line_got_4059_4060,0
Line.line_got_4060_4061,0
Line.line_got_4061_4062,0
Line.line_got_4062_4063,0
Line.line_got_4063_4064,0
Line.line_got_4064_4065,0
Line.line_got_4065_4066,0
Line.line_got_4066_4067,0
Line.line_got_4067_4068,0
Line.line_got_4068_4069,0
Line.line_got_4069_4001,0
Line.line_got_4070_4071,0
Line.line_got_4071_4072,0
Line.line_got_4072_4073,0
Line.line_got_4073_4074,0
Line.line_got_4074_4075,0
Line.line_got_4075_4076,0
Line.line_got_4076_4077,0
Line.line_got_4077_4078,0
Line.line_got_4078_4079,0
Line.line_got_4079_4080,0
Line.line_got_4080_4081,0
Line.line_got_4082_4083,0
Line.line_got_4082_4116,0
Line.line_got_4083_4084,0
Line.line_got_4084_4085,0
Line.line_got_4085_4086,0
