Component,Distance
Line.line_im2_7084_7029,1.2667281890000004
Line.line_im2_7085_7028,1.2649765030000002
Line.line_im2_7086_7085,1.2499246030000002
Line.line_im2_7087_7027,1.2041604030000002
Line.line_im2_7088_7024,1.058700175
Line.line_im2_7089_7019,0.7479989800000001
Line.line_im2_7090_7016,0.57364388
Line.line_im2_7091_7015,0.52295468
Line.line_im2_7092_7014,0.51148081
Line.line_im2_7093_7013,0.43687131
Line.line_im2_7094_7012,0.37757121
Line.line_im2_7095_7010,0.33391361
Line.line_im2_7096_7095,0.32194411
Line.line_im2_7097_7007,0.2372594
Line.line_im2_7098_7005,0.15565018
Line.line_im2_7099_7098,0.14525818
Line.line_im2_7100_7004,0.13559527
Line.line_im2_7101_7003,0.09631988
Line.line_im2_7102_7101,0.08170858
Line.line_im2_7103_7102,0.05214358
Line.line_im2_7104_7103,0.03479048
Line.line_kot_8362_8364,1.8271923340000005
Line.line_kot_8363_8155,1.8316216940000003
Line.line_kot_8001_8218,1.6251867340000004
Line.line_kot_8002_8124,1.4051795940000005
Line.line_kot_8003_8002,1.3686417940000002
Line.line_kot_8004_8003,1.3408114940000002
Line.line_kot_8005_8004,1.3169784940000002
Line.line_kot_8006_8005,1.3021526940000003
Line.line_kot_8007_8006,1.2668671940000005
Line.line_kot_8008_8007,1.2370401940000002
Line.line_kot_8009_8008,1.1957897940000002
Line.line_kot_8010_8009,1.1597506940000002
Line.line_kot_8011_8010,1.1219210940000002
Line.line_kot_8012_8011,1.103762094
Line.line_kot_8013_8012,1.0909657940000002
Line.line_kot_8014_8013,1.0642380940000002
Line.line_kot_8015_8014,1.0292777940000002
Line.line_kot_8016_8015,1.0015204940000002
Line.line_kot_8017_8016,0.982137194
Line.line_kot_8018_8017,0.962285294
Line.line_kot_8019_8018,0.937188694
Line.line_kot_8020_8019,0.917293494
Line.line_kot_8021_8020,0.900303594
Line.line_kot_8022_8021,0.888337094
Line.line_kot_8023_8022,0.858685694
Line.line_kot_8024_8023,0.8212885940000001
Line.line_kot_8025_8024,0.7878759940000001
Line.line_kot_8026_8025,0.7598438940000001
Line.line_kot_8027_8026,0.7492201940000001
Line.line_kot_8028_8367,0.7298319340000001
Line.line_kot_8029_8104,0.7118765840000001
Line.line_kot_8030_8029,0.687674984
Line.line_kot_8031_8030,0.6464613840000001
Line.line_kot_8032_8031,0.614912384
Line.line_kot_8033_8032,0.600509784
Line.line_kot_8034_8033,0.589383584
Line.line_kot_8035_8034,0.578853384
Line.line_kot_8036_8035,0.564374484
Line.line_kot_8037_8036,0.553656184
Line.line_kot_8038_8037,0.537110784
Line.line_kot_8039_8038,0.513159084
Line.line_kot_8040_8039,0.4887487839999999
Line.line_kot_8041_8040,0.4585625839999999
Line.line_kot_8042_8041,0.4347701839999999
Line.line_kot_8043_8042,0.4159738839999999
Line.line_kot_8044_8043,0.3957526839999999
Line.line_kot_8045_8044,0.374297984
Line.line_kot_8046_8045,0.357607684
Line.line_kot_8047_8046,0.333298484
Line.line_kot_8048_8047,0.319049484
Line.line_kot_8049_8048,0.304173184
Line.line_kot_8050_8049,0.264078384
Line.line_kot_8050_8370,0.245269984
Line.line_kot_8051_8052,0.205457894
Line.line_kot_8052_8372,0.192128994
Line.line_kot_8053_8054,0.179576194
Line.line_kot_8054_8055,0.169077794
Line.line_kot_8055_8373,0.166655704
Line.line_kot_8056_8057,0.145595934
Line.line_kot_8057_8058,0.135054634
Line.line_kot_8058_8375,0.121079334
Line.line_kot_8059_8376,0.1144146
Line.line_kot_8060_8061,0.0761571
Line.line_kot_8061_8062,0.0332208
Line.line_kot_8062_8377,0.02582023
Line.line_kot_8063_8064,1.4820547540000002
Line.line_kot_8064_8065,1.5416802540000003
Line.line_kot_8065_8066,1.5905703540000002
Line.line_kot_8066_8067,1.6277543540000003
Line.line_kot_8067_8068,1.6973550540000004
Line.line_kot_8068_8088,1.7473423540000004
Line.line_kot_8069_8070,1.7579313240000003
Line.line_kot_8070_8071,1.7912177240000002
Line.line_kot_8071_8072,1.8237088240000003
Line.line_kot_8072_8073,1.8938960240000005
Line.line_kot_8073_8074,1.9507611240000005
Line.line_kot_8074_8379,2.0063840240000004
Line.line_kot_8075_8380,2.0887266240000004
Line.line_kot_8076_8381,2.151633824
Line.line_kot_8077_8078,2.208967755
Line.line_kot_8078_8079,2.211408995
Line.line_kot_8079_8080,2.267969395
Line.line_kot_8080_8359,2.2783332950000004
Line.line_kot_8081_8383,2.329637795
Line.line_kot_8082_8083,2.378057395
Line.line_kot_8083_8084,2.402304995
Line.line_kot_8084_8085,2.432888295
Line.line_kot_8085_8384,2.480613395
Line.line_kot_8086_8385,2.5051905049999994
Line.line_kot_8088_8069,1.7503145140000005
Line.line_kot_8088_8371,1.7503145140000005
Line.line_kot_8089_8090,1.7765523290000005
Line.line_kot_8090_8091,1.8108056290000003
Line.line_kot_8091_8092,1.8333114290000003
Line.line_kot_8092_8093,1.8596659290000004
Line.line_kot_8093_8094,1.8815939290000003
Line.line_kot_8094_8095,1.8943900290000004
Line.line_kot_8095_8096,1.9143633290000004
Line.line_kot_8096_8097,1.9239407590000004
Line.line_kot_8097_8098,1.9364378590000004
Line.line_kot_8098_8099,1.9434588890000004
Line.line_kot_8099_8100,1.9915800890000004
Line.line_kot_8100_8369,1.9988366590000004
Line.line_kot_8101_8102,2.0169712990000006
Line.line_kot_8102_8103,2.0240527790000007
Line.line_kot_8104_8028,0.7142436340000001
Line.line_kot_8104_8368,0.7142436340000001
Line.line_kot_8105_8106,0.7394819340000002
Line.line_kot_8106_8107,0.7667569340000002
Line.line_kot_8107_8108,0.7955071340000002
Line.line_kot_8108_8109,0.8124640340000002
Line.line_kot_8109_8110,0.8243372340000003
Line.line_kot_8110_8111,0.8353956340000003
Line.line_kot_8111_8112,0.8470359340000003
Line.line_kot_8112_8113,0.8610043340000003
Line.line_kot_8113_8114,0.8702849940000004
Line.line_kot_8114_8115,0.8854959940000003
Line.line_kot_8115_8116,0.9146201940000004
Line.line_kot_8116_8117,0.9442021940000004
Line.line_kot_8117_8118,0.9561762940000004
Line.line_kot_8118_8119,0.9788820940000004
Line.line_kot_8119_8120,0.9893717940000004
Line.line_kot_8120_8121,0.9936758940000004
Line.line_kot_8121_8122,1.0229298940000005
Line.line_kot_8122_8123,1.0492587940000004
Line.line_kot_8124_8063,1.4122067540000005
Line.line_kot_8124_8125,1.4122067540000005
Line.line_kot_8125_8126,1.5247287540000003
Line.line_kot_8126_8161,1.5888481540000003
Line.line_kot_8127_8001,1.6089064340000003
Line.line_kot_8128_8365,1.6813961340000003
Line.line_kot_8129_8130,1.834041904
Line.line_kot_8130_8131,1.9272558040000003
Line.line_kot_8131_8356,1.9879984040000005
Line.line_kot_8132_8133,2.0959553040000003
Line.line_kot_8133_8134,2.156862504
Line.line_kot_8134_8135,2.1620805040000004
Line.line_kot_8135_8136,2.2218081040000004
Line.line_kot_8136_8137,2.2960871040000006
Line.line_kot_8137_8138,2.3242095040000006
Line.line_kot_8138_8139,2.3488950040000005
Line.line_kot_8139_8140,2.4251041040000003
Line.line_kot_8140_8141,2.4572093040000005
Line.line_kot_8141_8142,2.4605139640000004
Line.line_kot_8142_8143,2.4695762640000005
Line.line_kot_8143_8144,2.4989235640000005
Line.line_kot_8144_8145,2.5341587640000003
Line.line_kot_8145_8146,2.5765441640000004
Line.line_kot_8146_8147,2.6200929640000004
Line.line_kot_8147_8148,2.6601528640000005
Line.line_kot_8148_8149,2.7186652640000006
Line.line_kot_8149_8150,2.744410664000001
Line.line_kot_8150_8151,2.7799725640000004
Line.line_kot_8151_8152,2.8109506640000004
Line.line_kot_8152_8153,2.8412753640000004
Line.line_kot_8154_8362,1.8271923340000005
Line.line_kot_8155_8156,1.8615014940000003
Line.line_kot_8156_8157,1.8812353940000004
Line.line_kot_8157_8158,1.8956121940000004
Line.line_kot_8158_8159,1.9092380940000004
Line.line_kot_8159_8160,1.9301501940000003
Line.line_kot_8161_8127,1.5938010340000004
Line.line_kot_8162_8163,1.6115586140000002
Line.line_kot_8163_8164,1.6219815140000002
Line.line_kot_8164_8165,1.6339440140000003
Line.line_kot_8165_8166,1.6666692140000003
Line.line_kot_8166_8167,1.7114448140000005
Line.line_kot_8167_8168,1.7401386140000004
Line.line_kot_8168_8169,1.7458962740000004
Line.line_kot_8169_8170,1.7553301240000003
Line.line_kot_8170_8171,1.7693799240000003
Line.line_kot_8171_8172,1.7764434740000004
Line.line_kot_8172_8173,1.7997486740000004
Line.line_kot_8173_8174,1.8461880740000003
Line.line_kot_8174_8175,1.864363674
Line.line_kot_8175_8176,1.8983047740000003
Line.line_kot_8176_8177,1.9138420740000004
Line.line_kot_8177_8178,1.9237456040000005
Line.line_kot_8178_8179,1.9472149040000004
Line.line_kot_8179_8180,1.9730390040000003
Line.line_kot_8180_8181,1.9821502740000003
Line.line_kot_8181_8182,2.0020346740000003
Line.line_kot_8182_8183,2.0125142740000004
Line.line_kot_8183_8184,2.024253074
Line.line_kot_8184_8185,2.040446574
Line.line_kot_8185_8186,2.086454674
Line.line_kot_8186_8187,2.108470074
Line.line_kot_8187_8188,2.130825774
Line.line_kot_8188_8189,2.162426974
Line.line_kot_8189_8190,2.182354774
Line.line_kot_8190_8191,2.209953174
Line.line_kot_8191_8192,2.229855374
Line.line_kot_8192_8193,2.252674674
Line.line_kot_8194_8195,2.629470174000001
Line.line_kot_8195_8196,2.600165474000001
Line.line_kot_8196_8197,2.570337274000001
Line.line_kot_8197_8198,2.550570174000001
Line.line_kot_8198_8199,2.530749274000001
Line.line_kot_8199_8200,2.498967874000001
Line.line_kot_8201_8200,2.4401771740000013
Line.line_kot_8202_8201,2.4226651740000014
Line.line_kot_8203_8202,2.368555774000001
Line.line_kot_8204_8203,2.332227674000001
Line.line_kot_8205_8204,2.324091064000001
Line.line_kot_8206_8205,2.3047752640000008
Line.line_kot_8207_8206,2.2564713640000007
Line.line_kot_8208_8207,2.2358173640000008
Line.line_kot_8209_8219,2.1819104640000004
Line.line_kot_8210_8209,2.1691765640000003
Line.line_kot_8211_8210,2.108433364
Line.line_kot_8212_8211,2.036248264
Line.line_kot_8213_8212,2.029304734
Line.line_kot_8214_8213,1.9760612340000003
Line.line_kot_8215_8214,1.8973199340000004
Line.line_kot_8216_8215,1.8273548340000003
Line.line_kot_8217_8216,1.7647475340000005
Line.line_kot_8219_8208,2.1962396640000006
Line.line_kot_8219_8220,2.1962396640000006
Line.line_kot_8220_8221,2.2255648640000008
Line.line_kot_8221_8222,2.243375764000001
Line.line_kot_8222_8223,2.266921164000001
Line.line_kot_8223_8224,2.297875864000001
Line.line_kot_8224_8225,2.306108194000001
Line.line_kot_8226_8227,1.6907353340000004
Line.line_kot_8227_8228,1.7100846340000004
Line.line_kot_8228_8229,1.7426786340000004
Line.line_kot_8229_8230,1.7844154340000005
Line.line_kot_8230_8231,1.8198596340000004
Line.line_kot_8231_8232,1.8868113340000003
Line.line_kot_8232_8233,1.9470988340000004
Line.line_kot_8233_8234,2.008584234
Line.line_kot_8234_8334,2.0641058340000003
Line.line_kot_8235_8236,2.160251174
Line.line_kot_8236_8237,2.16113875
Line.line_kot_8237_8238,2.1664369599999995
Line.line_kot_8238_8311,2.1980392599999994
Line.line_kot_8239_8240,2.2773395599999997
Line.line_kot_8240_8241,2.344350559999999
Line.line_kot_8241_8242,2.391835059999999
Line.line_kot_8242_8243,2.462740459999999
Line.line_kot_8243_8244,2.4769741599999997
Line.line_kot_8244_8245,2.48434778
Line.line_kot_8245_8246,2.514750979999999
Line.line_kot_8246_8247,2.5591481799999998
Line.line_kot_8247_8248,2.6142568799999992
Line.line_kot_8248_8249,2.682212779999999
Line.line_kot_8249_8250,2.760403779999999
Line.line_kot_8250_8251,2.766224399999999
Line.line_kot_8251_8252,2.8236234
Line.line_kot_8252_8253,2.9328613999999997
Line.line_kot_8253_8254,2.997270199999999
Line.line_kot_8254_8255,3.016034599999999
Line.line_kot_8255_8256,3.033900199999999
Line.line_kot_8256_8292,3.068579299999999
Line.line_kot_8257_8258,3.110633389999999
Line.line_kot_8258_8259,3.146907489999999
Line.line_kot_8259_8260,3.184664989999999
Line.line_kot_8260_8261,3.211659089999999
Line.line_kot_8261_8262,3.233879089999999
Line.line_kot_8262_8263,3.247267389999999
Line.line_kot_8263_8264,3.260402889999999
Line.line_kot_8264_8265,3.271138389999999
Line.line_kot_8265_8266,3.283934289999999
Line.line_kot_8266_8267,3.289302049999999
Line.line_kot_8267_8268,3.299470249999999
Line.line_kot_8268_8269,3.312972349999999
Line.line_kot_8269_8270,3.318793069999999
Line.line_kot_8270_8271,3.341860169999999
Line.line_kot_8271_8272,3.369335069999999
Line.line_kot_8272_8273,3.395914669999999
Line.line_kot_8274_8275,2.9815241740000014
Line.line_kot_8275_8276,2.9444186740000013
Line.line_kot_8276_8277,2.921932874000001
Line.line_kot_8277_8278,2.902417074000001
Line.line_kot_8278_8279,2.897222534000001
Line.line_kot_8279_8280,2.884805934000001
Line.line_kot_8280_8281,2.8809296740000008
Line.line_kot_8281_8282,2.862026174000001
Line.line_kot_8282_8283,2.850053774000001
Line.line_kot_8283_8284,2.831812574000001
Line.line_kot_8284_8285,2.816918074000001
Line.line_kot_8285_8286,2.794116574000001
Line.line_kot_8286_8287,2.768082174000001
Line.line_kot_8287_8288,2.741800474000001
Line.line_kot_8288_8289,2.730275174000001
Line.line_kot_8289_8290,2.714515874000001
Line.line_kot_8290_8291,2.6990974740000007
Line.line_kot_8291_8296,2.6802981740000007
Line.line_kot_8292_8257,3.105916199999999
Line.line_kot_8292_8293,3.105916199999999
Line.line_kot_8293_8294,3.1207046999999988
Line.line_kot_8294_8295,3.122293409999999
Line.line_kot_8296_8194,2.666624074000001
Line.line_kot_8296_8297,2.6802981740000007
Line.line_kot_8297_8298,2.7016961740000007
Line.line_kot_8298_8299,2.710915254000001
Line.line_kot_8299_8300,2.7195932440000004
Line.line_kot_8300_8301,2.7311731440000004
Line.line_kot_8301_8302,2.7371733740000006
Line.line_kot_8302_8303,2.7404747140000008
Line.line_kot_8303_8304,2.7458531340000008
Line.line_kot_8304_8305,2.7528828340000007
Line.line_kot_8305_8306,2.760310884000001
Line.line_kot_8306_8307,2.7624129340000008
Line.line_kot_8307_8308,2.7665396440000007
Line.line_kot_8308_8309,2.773657154000001
Line.line_kot_8309_8310,2.783706354000001
Line.line_kot_8311_8312,2.253726259999999
Line.line_kot_8312_8313,2.271993459999999
Line.line_kot_8313_8314,2.293111459999999
Line.line_kot_8314_8315,2.2934939709999997
Line.line_kot_8315_8316,2.3082282709999995
Line.line_kot_8316_8317,2.329776171
Line.line_kot_8317_8318,2.343163471
Line.line_kot_8318_8319,2.360290671
Line.line_kot_8319_8320,2.3752595709999995
Line.line_kot_8320_8321,2.3929416709999995
Line.line_kot_8321_8322,2.4072734709999994
Line.line_kot_8322_8323,2.4187130709999995
Line.line_kot_8323_8324,2.432214971
Line.line_kot_8324_8325,2.435125231
Line.line_kot_8325_8326,2.452576431
Line.line_kot_8326_8327,2.457874691
Line.line_kot_8327_8328,2.483647091
Line.line_kot_8328_8329,2.498321691
Line.line_kot_8329_8330,2.517392591
Line.line_kot_8330_8331,2.534605591
Line.line_kot_8331_8332,2.541034931
Line.line_kot_8332_8333,2.551658031
Line.line_kot_8334_8235,2.153903434
Line.line_kot_8334_8361,2.153903434
Line.line_kot_8335_8336,2.16997485
Line.line_kot_8336_8337,2.18127875
Line.line_kot_8337_8338,2.19587705
Line.line_kot_8338_8339,2.21483075
Line.line_kot_8339_8340,2.23515855
Line.line_kot_8340_8341,2.27260875
Line.line_kot_8341_8342,2.29549665
Line.line_kot_8342_8343,2.31247925
Line.line_kot_8343_8344,2.32179208
Line.line_kot_8344_8345,2.33273848
Line.line_kot_8345_8346,2.3357215
Line.line_kot_8346_8347,2.3542154
Line.line_kot_8347_8348,2.3653481
Line.line_kot_8348_8349,2.3760975
Line.line_kot_8349_8350,2.3943855
Line.line_kot_8350_8351,2.4060882
Line.line_kot_8351_8352,2.4178052999999995
Line.line_kot_8352_8353,2.42658239
Line.line_kot_8353_8354,2.4336039199999995
Line.line_kot_8354_8355,2.44062555
Line.line_kot_8356_8132,2.0011342040000004
Line.line_kot_8356_8357,2.0011342040000004
Line.line_kot_8357_8358,2.0244325040000004
Line.line_kot_8359_8081,2.309426295
Line.line_kot_8360_8335,2.15708075
Line.line_kot_8361_8360,2.156690974
Line.line_kot_8362_8129,1.8271923340000005
Line.line_kot_8365_8362,1.8246981340000004
Line.line_kot_8366_8162,1.6058332340000003
Line.line_kot_8367_8027,0.7370975940000001
Line.line_kot_8368_8105,0.7288306340000001
Line.line_kot_8369_8101,2.0002441990000004
Line.line_kot_8370_8051,0.239927994
Line.line_kot_8371_8089,1.7509126290000003
Line.line_kot_8372_8053,0.186605264
Line.line_kot_8373_8374,0.161325434
Line.line_kot_8374_8056,0.155238944
Line.line_kot_8375_8059,0.115128544
Line.line_kot_8376_8060,0.0944679
Line.line_kot_8377_8378,0.0220775
Line.line_kot_8378_108,0.001
Line.line_kot_8379_8075,2.0568001240000005
Line.line_kot_8380_8076,2.1165278240000003
Line.line_kot_8381_8382,2.1742387240000003
Line.line_kot_8382_8077,2.2083246240000003
Line.line_kot_8383_8082,2.344371795
Line.line_kot_8384_8086,2.502918095
Line.line_kot_8385_8386,2.5324198049999995
Line.line_kot_8386_8087,2.539684835
Line.line_lub_9112_9113,5.239551242
Line.line_lub_9502_9430,8.824143412
Line.line_lub_9131_9255,7.938847412
Line.line_lub_9255_9502,8.280265412
Line.line_lub_109_9575,0.001
Line.line_lub_9001_9339,5.156784622
Line.line_lub_9001_9511,5.156784622
Line.line_lub_9003_9372,6.492574173000001
Line.line_lub_9006_9007,5.969797584000002
Line.line_lub_9006_9421,5.969797584000002
Line.line_lub_9010_9011,10.972599972
Line.line_lub_9010_9145,10.972599972
Line.line_lub_9012_9142,10.660759402000002
Line.line_lub_9012_9500,10.660759402000002
Line.line_lub_9014_9015,9.671506045
Line.line_lub_9014_9439,9.671506045
Line.line_lub_9020_9021,5.144421582
Line.line_lub_9020_9338,5.144421582
Line.line_lub_9023_9024,9.264732045000002
Line.line_lub_9023_9452,9.264732045000002
Line.line_lub_9025_9572,0.05054164
Line.line_lub_9026_9571,0.09472966
Line.line_lub_9027_9567,0.13419992
Line.line_lub_9028_9563,0.16254438
Line.line_lub_9029_9560,0.2136927799999999
Line.line_lub_9030_9031,0.23958142
Line.line_lub_9031_9559,0.27801102
Line.line_lub_9032_9033,0.33335357
Line.line_lub_9033_9557,0.34532357
Line.line_lub_9034_9035,0.38823054
Line.line_lub_9035_9555,0.44299804
Line.line_lub_9036_9554,0.5172878399999999
Line.line_lub_9037_9553,0.52876354
Line.line_lub_9038_9552,0.577704949
Line.line_lub_9039_9040,0.655713949
Line.line_lub_9040_9041,0.710661749
Line.line_lub_9041_9551,0.758061049
Line.line_lub_9042_9550,0.7705911790000001
Line.line_lub_9043_9407,0.993297849
Line.line_lub_9044_9543,1.14017171
Line.line_lub_9045_9046,1.19956231
Line.line_lub_9046_9047,1.24349721
Line.line_lub_9047_9541,1.2585577099999998
Line.line_lub_9047_9542,1.2585577099999998
Line.line_lub_9048_9540,1.290129379
Line.line_lub_9049_9539,1.3244007719999995
Line.line_lub_9050_9051,1.4215024919999997
Line.line_lub_9051_9537,1.5122809919999998
Line.line_lub_9052_9535,1.5739495309999996
Line.line_lub_9053_9054,1.5850530189999996
Line.line_lub_9053_9534,1.5850530189999996
Line.line_lub_9054_9531,1.6272744189999997
Line.line_lub_9055_9056,1.6803833989999997
Line.line_lub_9056_9529,1.7044767989999996
Line.line_lub_9057_9058,1.7347769689999997
Line.line_lub_9058_9528,1.7410042289999996
Line.line_lub_9059_9060,1.815775029
Line.line_lub_9060_9061,1.854955529
Line.line_lub_9061_9062,1.870622429
Line.line_lub_9062_9063,1.944495229
Line.line_lub_9063_9527,2.009062029
Line.line_lub_9064_9065,2.029520334
Line.line_lub_9065_9526,2.127864634
Line.line_lub_9066_9525,2.133150404
Line.line_lub_9067_9523,2.259745444
Line.line_lub_9068_9522,2.3471126520000003
Line.line_lub_9069_9521,2.4252417520000003
Line.line_lub_9070_9071,2.542335752
Line.line_lub_9071_9520,2.655685752
Line.line_lub_9072_9073,2.6800889120000004
Line.line_lub_9073_9074,2.776602212
Line.line_lub_9074_9519,2.855345712
Line.line_lub_9075_9517,2.858835143
Line.line_lub_9076_9077,2.872860642
Line.line_lub_9077_9515,2.932138442
Line.line_lub_9078_9513,3.049087452
Line.line_lub_9079_9080,3.138562552
Line.line_lub_9080_9081,3.171168852
Line.line_lub_9080_9512,3.171168852
Line.line_lub_9081_9082,3.206334452
Line.line_lub_9082_9083,3.311986452
Line.line_lub_9083_9084,3.402039352
Line.line_lub_9084_9085,3.478504452
Line.line_lub_9085_9086,3.5067599520000003
Line.line_lub_9086_9087,3.548969952
Line.line_lub_9087_9088,3.654434952
Line.line_lub_9088_9089,3.768648952
Line.line_lub_9089_9090,3.871474952
Line.line_lub_9090_9091,3.969858352
Line.line_lub_9091_9092,4.035070652
Line.line_lub_9092_9093,4.085156952
Line.line_lub_9093_9094,4.119782852
Line.line_lub_9094_9095,4.166928352
Line.line_lub_9095_9096,4.265814252
Line.line_lub_9096_9097,4.325255852000001
Line.line_lub_9097_9098,4.349092352
Line.line_lub_9098_9099,4.400895652000001
Line.line_lub_9099_9100,4.436514452000001
Line.line_lub_9100_9101,4.4768120520000005
Line.line_lub_9101_9102,4.599746052
Line.line_lub_9102_9322,4.674441452000001
Line.line_lub_9103_9104,4.741991952000001
Line.line_lub_9104_9105,4.784382552000001
Line.line_lub_9105_9106,4.828128952000001
Line.line_lub_9106_9107,4.885553752000001
Line.line_lub_9107_9108,4.965449252000001
Line.line_lub_9108_9109,5.0627403520000005
Line.line_lub_9109_9110,5.110403252
Line.line_lub_9110_9342,5.176845152
Line.line_lub_9111_9112,5.2308681020000005
Line.line_lub_9113_9114,5.2633062420000005
Line.line_lub_9114_9115,5.325725042
Line.line_lub_9115_9116,5.363288142
Line.line_lub_9116_9117,5.427800442
Line.line_lub_9117_9118,5.513177042
Line.line_lub_9118_9119,5.580258942
Line.line_lub_9119_9349,5.588574312
Line.line_lub_9120_9388,5.689989372
Line.line_lub_9121_9122,6.059359372
Line.line_lub_9122_9485,6.075683372
Line.line_lub_9123_9124,6.4592335720000005
Line.line_lub_9124_9400,6.581781572000001
Line.line_lub_9125_9126,6.748415772
Line.line_lub_9126_9127,7.026154772
Line.line_lub_9127_9128,7.333913772
Line.line_lub_9128_9129,7.336836412
Line.line_lub_9129_9130,7.521887412
Line.line_lub_9129_9488,7.521887412
Line.line_lub_9132_9133,8.944125302
Line.line_lub_9133_9134,9.067211302
Line.line_lub_9134_9135,9.231357302
Line.line_lub_9135_9422,9.262856202000002
Line.line_lub_9136_9137,9.757036402000002
Line.line_lub_9137_9233,9.780665002000005
Line.line_lub_9138_9239,9.863944502000004
Line.line_lub_9139_9140,9.964594402
Line.line_lub_9140_9141,10.194646402000002
Line.line_lub_9141_9012,10.530076402000002
Line.line_lub_9142_9143,10.666134942
Line.line_lub_9143_9144,10.883350942000002
Line.line_lub_9144_9010,10.969718942000002
Line.line_lub_9145_9146,11.016283772
Line.line_lub_9146_9147,11.109007672
Line.line_lub_9147_9148,11.193945072
Line.line_lub_9148_9149,11.252597572
Line.line_lub_9149_9150,11.338655872
Line.line_lub_9150_9151,11.407317672
Line.line_lub_9151_9152,11.428564572
Line.line_lub_9152_9153,11.538073571999998
Line.line_lub_9153_9154,11.613259471999998
Line.line_lub_9154_9155,11.678634971999998
Line.line_lub_9155_9156,11.749012871999998
Line.line_lub_9156_9157,11.837624571999998
Line.line_lub_9157_9158,11.972074571999997
Line.line_lub_9158_9159,12.092156571999997
Line.line_lub_9159_9160,12.177041271999997
Line.line_lub_9160_9161,12.210627771999995
Line.line_lub_9161_9162,12.279027371999996
Line.line_lub_9162_9163,12.322303971999997
Line.line_lub_9163_9164,12.425610971999996
Line.line_lub_9164_9165,12.573664971999996
Line.line_lub_9165_9174,12.634537771999996
Line.line_lub_9166_9167,12.686017671999997
Line.line_lub_9167_9168,12.712449771999996
Line.line_lub_9168_9169,12.745282871999995
Line.line_lub_9169_9170,12.778119471999997
Line.line_lub_9170_9171,12.790725171999997
Line.line_lub_9171_9172,12.817579271999994
Line.line_lub_9172_9173,12.838286371999994
Line.line_lub_9174_9165,12.634537771999996
Line.line_lub_9174_9166,12.652590471999996
Line.line_lub_9174_9175,12.652590471999996
Line.line_lub_9175_9176,12.708310871999997
Line.line_lub_9176_9177,12.754829171999996
Line.line_lub_9177_9178,12.799055071999998
Line.line_lub_9178_9179,12.841912772
Line.line_lub_9179_9180,12.908965872
Line.line_lub_9181_9182,12.989903372
Line.line_lub_9182_9183,13.148699372
Line.line_lub_9183_9184,13.537027372
Line.line_lub_9184_9185,14.259509371999998
Line.line_lub_9185_9186,14.558121372
Line.line_lub_9186_9187,14.593457172
Line.line_lub_9187_9188,14.663403672
Line.line_lub_9188_9215,14.871192672
Line.line_lub_9189_9190,15.119360972
Line.line_lub_9190_9191,15.375412972
Line.line_lub_9191_9192,15.764199972
Line.line_lub_9192_9193,16.048251972
Line.line_lub_9193_9194,16.290209972
Line.line_lub_9194_9195,16.471871972
Line.line_lub_9195_9196,16.604186971999997
Line.line_lub_9196_9197,16.725017971999996
Line.line_lub_9197_9198,16.729357891999996
Line.line_lub_9197_9499,16.729357891999996
Line.line_lub_9198_9199,16.739484991999994
Line.line_lub_9199_9200,16.878556991999993
Line.line_lub_9200_9201,17.036998991999994
Line.line_lub_9201_9202,17.157763991999992
Line.line_lub_9202_9203,17.28722799199999
Line.line_lub_9203_9204,17.39164199199999
Line.line_lub_9204_9205,17.43939779199999
Line.line_lub_9205_9206,17.49066979199999
Line.line_lub_9206_9207,17.54234359199999
Line.line_lub_9207_9208,17.584226791999992
Line.line_lub_9209_9208,17.648064491999992
Line.line_lub_9209_9210,17.690349591999993
Line.line_lub_9210_9211,17.698737031999993
Line.line_lub_9211_9212,17.724170431999994
Line.line_lub_9212_9213,17.735298231999995
Line.line_lub_9213_9214,17.768100031999996
Line.line_lub_9215_9189,14.955898972
Line.line_lub_9215_9216,14.955898972
Line.line_lub_9216_9217,15.024983272
Line.line_lub_9217_9218,15.081886972
Line.line_lub_9218_9219,15.096783672
Line.line_lub_9219_9220,15.148113472
Line.line_lub_9220_9221,15.271246471999998
Line.line_lub_9221_9222,15.308325071999995
Line.line_lub_9222_9223,15.354921671999998
Line.line_lub_9223_9224,15.412556671999996
Line.line_lub_9224_9225,15.468160371999998
Line.line_lub_9225_9226,15.649264371999998
Line.line_lub_9226_9227,15.694679271999998
Line.line_lub_9227_9228,15.764963672
Line.line_lub_9228_9229,15.876722671999998
Line.line_lub_9229_9230,16.067312671999996
Line.line_lub_9230_9231,16.186533671999996
Line.line_lub_9231_9232,16.309851671999997
Line.line_lub_9234_9235,9.863112402000002
Line.line_lub_9235_9236,9.923363502000004
Line.line_lub_9236_9237,9.951877902000003
Line.line_lub_9237_9238,10.007362602000002
Line.line_lub_9239_9139,9.930037402000002
Line.line_lub_9239_9240,9.930037402000002
Line.line_lub_9241_9242,5.862870772
Line.line_lub_9242_9243,5.994604772
Line.line_lub_9243_9244,6.123289772
Line.line_lub_9244_9245,6.252417771999999
Line.line_lub_9245_9246,6.395372771999999
Line.line_lub_9246_9247,6.548837771999999
Line.line_lub_9247_9248,6.652733771999999
Line.line_lub_9249_9270,8.925110212
Line.line_lub_9250_9249,8.858336212
Line.line_lub_9251_9250,8.803931812
Line.line_lub_9252_9251,8.753541612
Line.line_lub_9253_9252,8.697731412
Line.line_lub_9254_9253,8.488660412
