Component,Distance
Line.line_dho_3087_3134,3.033934142999999
Line.line_dho_3088_3089,1.972907661
Line.line_dho_3089_3090,2.0124981609999995
Line.line_dho_3090_3091,2.035265061
Line.line_dho_3091_3092,2.0779311609999995
Line.line_dho_3092_3093,2.133639961
Line.line_dho_3093_3094,2.169008461
Line.line_dho_3094_3095,2.186120161
Line.line_dho_3096_3097,1.6810440409999998
Line.line_dho_3097_3098,1.7384114409999998
Line.line_dho_3098_3099,1.7803255409999998
Line.line_dho_3099_3100,1.818041641
Line.line_dho_3100_3108,1.840143041
Line.line_dho_3101_3102,1.887636841
Line.line_dho_3102_3103,1.898029841
Line.line_dho_3103_3104,1.953877241
Line.line_dho_3104_3105,1.992419441
Line.line_dho_3105_3106,2.026900741
Line.line_dho_3106_3107,2.081059441
Line.line_dho_3108_3101,1.876792041
Line.line_dho_3108_3109,1.876792041
Line.line_dho_3109_3110,1.906322041
Line.line_dho_3110_3111,1.927080641
Line.line_dho_3111_3112,1.941728741
Line.line_dho_3112_3113,1.968029941
Line.line_dho_3113_3114,1.999125041
Line.line_dho_3114_3115,2.0213879409999995
Line.line_dho_3115_3116,2.0396085409999998
Line.line_dho_3116_3117,2.055833340999999
Line.line_dho_3117_3118,2.074735740999999
Line.line_dho_3119_3120,3.432883937999999
Line.line_dho_3121_3120,3.4053396379999987
Line.line_dho_3122_3121,3.373363637999999
Line.line_dho_3123_3122,3.304165337999999
Line.line_dho_3124_3123,3.294115537999999
Line.line_dho_3125_3124,3.2543563379999987
Line.line_dho_3126_3125,3.212147437999999
Line.line_dho_3127_3126,3.203207707999999
Line.line_dho_3128_3127,3.185924907999999
Line.line_dho_3129_3128,3.1567564079999992
Line.line_dho_3130_3129,3.128314407999999
Line.line_dho_3131_3130,3.110024007999999
Line.line_dho_3132_3131,3.077344407999999
Line.line_dho_3133_3132,3.060831307999999
Line.line_dho_3134_3135,3.0600746429999988
Line.line_dho_3135_3136,3.0756931429999987
Line.line_dho_3136_3137,3.0821686829999986
Line.line_dho_3138_3139,3.0497209429999987
Line.line_dho_3139_3140,3.0657907429999987
Line.line_dho_3140_3141,3.0677097629999985
Line.line_dho_3141_3142,3.0870950629999987
Line.line_dho_3142_3143,3.0974213629999987
Line.line_dho_3143_3144,3.1087631629999986
Line.line_dho_3144_3145,3.1182627429999985
Line.line_dho_3145_3146,3.1264465529999983
Line.line_dho_3146_3147,3.1311659829999985
Line.line_dho_3147_3148,3.1462274829999983
Line.line_dho_3148_3149,3.1595633829999983
Line.line_dho_3149_3150,3.1658654029999984
Line.line_dho_3150_3151,3.2183173029999983
Line.line_dho_3151_3152,3.2443354029999982
Line.line_dho_3152_3153,3.2589816029999983
Line.line_dho_3153_3154,3.2649553729999985
Line.line_dho_3154_3155,3.3137645729999985
Line.line_dho_3155_3156,3.3299743729999984
Line.line_dho_3156_3157,3.3426398729999987
Line.line_dho_3157_3158,3.3511779629999987
Line.line_dho_3158_3159,3.365552762999999
Line.line_dho_3159_3160,3.380616362999999
Line.line_dho_3160_3161,3.390105022999999
Line.line_dho_3161_3162,3.402809822999999
Line.line_dho_3162_3163,3.410096162999998
Line.line_dho_3163_3164,3.4247958629999986
Line.line_dho_3164_3165,3.4724521629999985
Line.line_dho_3165_3166,3.4912785629999985
Line.line_dho_3166_3167,3.5723371629999985
Line.line_dho_3167_3168,3.6338093629999983
Line.line_dho_3168_3169,3.6686176629999983
Line.line_dho_3169_3170,3.688094362999998
Line.line_dho_3170_3171,3.710233962999998
Line.line_dho_3171_3172,3.723370062999998
Line.line_dho_3172_3242,3.725636832999998
Line.line_dho_3173_3174,3.818011889999998
Line.line_dho_3174_3175,3.863387989999998
Line.line_dho_3175_3192,3.927559689999998
Line.line_dho_3176_3177,4.023412969999998
Line.line_dho_3178_3173,3.769915889999998
Line.line_dho_3178_3179,3.769915889999998
Line.line_dho_3179_3180,3.7883239899999976
Line.line_dho_3180_3183,3.8120556899999976
Line.line_dho_3181_3182,3.8640521899999976
Line.line_dho_3183_3181,3.8324689899999975
Line.line_dho_3183_3184,3.8324689899999975
Line.line_dho_3184_3185,3.8565232899999975
Line.line_dho_3185_3186,3.8776777899999977
Line.line_dho_3186_3187,3.8869181299999975
Line.line_dho_3187_3188,3.9294504299999975
Line.line_dho_3188_3189,3.9583504299999976
Line.line_dho_3189_3190,3.991709829999998
Line.line_dho_3190_3191,4.038747929999998
Line.line_dho_3192_3193,3.993491489999998
Line.line_dho_3192_3241,3.993491489999998
Line.line_dho_3193_3194,4.002986869999998
Line.line_dho_3194_3195,4.014366869999998
Line.line_dho_3195_3196,4.048711169999998
Line.line_dho_3196_3197,4.058880169999998
Line.line_dho_3197_3198,4.076766469999998
Line.line_dho_3198_3199,4.106241469999998
Line.line_dho_3200_3201,0.00258372
Line.line_dho_3201_3202,0.0103076
Line.line_dho_3202_3002,0.0209394
Line.line_dho_3203_3204,0.158472426
Line.line_dho_3204_3205,0.166394713
Line.line_dho_3205_3206,0.166930703
Line.line_dho_3206_3207,0.167622741
Line.line_dho_3207_3010,0.169284181
Line.line_dho_3208_3209,0.192790384
Line.line_dho_3209_3210,0.193605527
Line.line_dho_3210_3211,0.222214427
Line.line_dho_3211_3212,0.226154237
Line.line_dho_3212_3011,0.240499737
Line.line_dho_3213_3214,0.260869307
Line.line_dho_3214_3215,0.260964379
Line.line_dho_3215_3012,0.284579679
Line.line_dho_3216_3217,0.299994179
Line.line_dho_3217_3218,0.304682589
Line.line_dho_3218_3219,0.326869189
Line.line_dho_3219_3013,0.327980719
Line.line_dho_3220_3221,0.34975224
Line.line_dho_3221_3222,0.350099004
Line.line_dho_3222_3223,0.350324319
Line.line_dho_3223_3224,0.35048313
Line.line_dho_3224_3225,0.350616145
Line.line_dho_3225_3226,0.350861593
Line.line_dho_3226_3227,0.358208053
Line.line_dho_3227_3014,0.364716073
Line.line_dho_3228_3229,0.371497473
Line.line_dho_3229_3230,0.378670303
Line.line_dho_3230_3016,0.392538103
Line.line_dho_3231_3232,0.423132803
Line.line_dho_3232_3233,0.449436503
Line.line_dho_3233_3234,0.478449803
Line.line_dho_3234_3017,0.506425803
Line.line_dho_3235_3018,0.527987683
Line.line_dho_3236_3019,0.529998341
Line.line_dho_3237_3052,2.4057535649999995
Line.line_dho_3238_3046,2.282995661
Line.line_dho_3239_3072,2.731376232999999
Line.line_dho_3240_3133,3.034627707999999
Line.line_dho_3241_3176,3.994788269999998
Line.line_dho_3242_3178,3.726353289999998
Line.line_got_104_4148,0.001
Line.line_got_4002_4149,0.02154189
Line.line_got_4003_4152,0.043136276
Line.line_got_4004_4165,0.079535126
Line.line_got_4005_4162,0.150707366
Line.line_got_4006_4169,0.199080416
Line.line_got_4007_4183,0.296970906
Line.line_got_4008_4187,0.3198534660000001
Line.line_got_4009_4186,0.3350263820000001
Line.line_got_4010_4184,0.4002810820000001
Line.line_got_4011_4179,0.480998252
Line.line_got_4012_4177,0.5036305010000002
Line.line_got_4013_4175,0.5170660410000001
Line.line_got_4014_4015,0.568460921
Line.line_got_4015_4016,0.616186021
Line.line_got_4016_4017,0.646769321
Line.line_got_4017_4018,0.704702321
Line.line_got_4018_4019,0.770740851
Line.line_got_4019_4020,0.781104751
Line.line_got_4020_4168,0.8376651509999999
Line.line_got_4021_4022,0.8407501809999999
Line.line_got_4022_4023,0.8748433809999999
Line.line_got_4023_4024,0.932603781
Line.line_got_4024_4025,0.992423971
Line.line_got_4025_4026,1.042869471
Line.line_got_4026_4027,1.098492371
Line.line_got_4027_4028,1.155357471
Line.line_got_4028_4029,1.2255446709999998
Line.line_got_4029_4030,1.2913222009999998
Line.line_got_4030_4031,1.301910201
Line.line_got_4031_4032,1.3518975009999998
Line.line_got_4032_4033,1.395256301
Line.line_got_4033_4034,1.450277301
Line.line_got_4034_4035,1.5493925009999998
Line.line_got_4035_4036,1.6777785009999997
Line.line_got_4036_4037,1.7965175009999996
Line.line_got_4037_4038,1.8520221009999995
Line.line_got_4038_4039,1.8896497009999995
Line.line_got_4039_4040,1.944373401
Line.line_got_4040_4041,2.0096559009999995
Line.line_got_4041_4042,2.1161909009999995
Line.line_got_4042_4043,2.2112473009999998
Line.line_got_4043_4044,2.2557726009999994
Line.line_got_4044_4045,2.3102861009999995
Line.line_got_4045_4046,2.3224476009999995
Line.line_got_4046_4047,2.374763901
Line.line_got_4047_4048,2.411209401
Line.line_got_4048_4049,2.423206601
Line.line_got_4049_4050,2.479900801
Line.line_got_4050_4051,2.580991801
Line.line_got_4051_4052,2.692225801
Line.line_got_4052_4053,2.753885401
Line.line_got_4053_4054,2.788756001
Line.line_got_4054_4055,2.878390301
Line.line_got_4055_4056,3.043381301
Line.line_got_4056_4057,3.106159701
Line.line_got_4057_4058,3.153116101
Line.line_got_4058_4059,3.3002551010000003
Line.line_got_4059_4060,3.368497001
Line.line_got_4060_4061,3.4644902010000003
Line.line_got_4061_4062,3.4887138010000003
Line.line_got_4062_4063,3.555687901
Line.line_got_4063_4064,3.618157201
Line.line_got_4064_4065,3.670551401
Line.line_got_4065_4066,3.775513401
Line.line_got_4066_4067,3.8097940010000007
Line.line_got_4067_4068,3.944315001000001
Line.line_got_4068_4069,4.043905401000001
Line.line_got_4069_4001,4.131264901000001
Line.line_got_4070_4071,4.2416901010000005
Line.line_got_4071_4072,4.330242701
Line.line_got_4072_4073,4.351709901
Line.line_got_4073_4074,4.410173801
Line.line_got_4074_4075,4.461141301
Line.line_got_4075_4076,4.536147201
Line.line_got_4076_4077,4.585254901
Line.line_got_4077_4078,4.596099901
Line.line_got_4078_4079,4.813593901
Line.line_got_4079_4080,4.834708001
Line.line_got_4080_4081,4.864614201
Line.line_got_4082_4083,4.232808601
Line.line_got_4082_4116,4.232808601
Line.line_got_4083_4084,4.271531201
Line.line_got_4084_4085,4.333094601
Line.line_got_4085_4086,4.390700101
Line.line_got_4086_4087,4.455511801
Line.line_got_4087_4088,4.489600001
Line.line_got_4088_4089,4.557160101
Line.line_got_4089_4090,4.602410001
Line.line_got_4090_4091,4.650638901
Line.line_got_4091_4092,4.701141101
Line.line_got_4092_4093,4.756825601
Line.line_got_4093_4094,4.780486201
Line.line_got_4094_4095,4.826300701
Line.line_got_4095_4096,4.851564701
Line.line_got_4096_4097,4.864421601
Line.line_got_4097_4098,4.892847601
Line.line_got_4098_4099,4.920934400999999
Line.line_got_4099_4100,4.993794401
Line.line_got_4100_4101,5.037144601
Line.line_got_4101_4189,5.078502801
Line.line_got_4102_4103,5.088858093
Line.line_got_4103_4190,5.091438793
Line.line_got_4104_4105,5.148048854
Line.line_got_4105_4106,5.209520854
Line.line_got_4106_4107,5.262773454
Line.line_got_4107_4108,5.270374844
Line.line_got_4108_4109,5.326549544
Line.line_got_4110_4104,5.106412354
Line.line_got_4110_4111,5.106412354
Line.line_got_4111_4112,5.122393054
Line.line_got_4112_4113,5.149169154
Line.line_got_4113_4114,5.175938854
Line.line_got_4114_4115,5.192892154
Line.line_got_4116_4117,4.266673901000001
Line.line_got_4117_4118,4.299682401000001
Line.line_got_4118_4119,4.331231101000001
Line.line_got_4119_4120,4.352572801000001
Line.line_got_4120_4121,4.357766751000001
Line.line_got_4121_4122,4.389615451000001
Line.line_got_4122_4123,4.403469351000001
Line.line_got_4123_4124,4.435241951000001
Line.line_got_4124_4144,4.494238151000001
Line.line_got_4125_4126,4.5787264510000005
Line.line_got_4126_4127,4.617500551000001
Line.line_got_4127_4128,4.626619671000001
Line.line_got_4128_4129,4.647701371000001
Line.line_got_4129_4130,4.672726771000001
Line.line_got_4130_4131,4.694681371000001
Line.line_got_4131_4132,4.7383153710000006
Line.line_got_4132_4133,4.7563521710000005
Line.line_got_4133_4134,4.760352171
Line.line_got_4134_4135,4.791710871
Line.line_got_4135_4136,4.839422471000001
Line.line_got_4136_4137,4.866310671000001
Line.line_got_4137_4138,4.894499971000001
Line.line_got_4138_4139,4.936998871000001
Line.line_got_4139_4140,4.981207271000001
Line.line_got_4140_4141,5.003928071000001
Line.line_got_4141_4142,5.070043071000001
Line.line_got_4142_4143,5.139523571000001
Line.line_got_4144_4125,4.551347851000001
Line.line_got_4144_4145,4.551347851000001
Line.line_got_4145_4146,4.611701551000001
Line.line_got_4146_4147,4.647279151000001
Line.line_got_4148_4002,0.0090070899999999
Line.line_got_4149_4150,0.03826599
Line.line_got_4150_4151,0.03997925
Line.line_got_4151_4003,0.040556546
Line.line_got_4152_4153,0.050997466
Line.line_got_4153_4154,0.052513986
Line.line_got_4154_4155,0.055222856
Line.line_got_4155_4156,0.061492426
Line.line_got_4156_4157,0.062027186
Line.line_got_4157_4158,0.067975956
Line.line_got_4158_4159,0.069401236
Line.line_got_4159_4004,0.070416796
Line.line_got_4160_4005,0.146880786
Line.line_got_4161_4160,0.140635586
Line.line_got_4162_4166,0.152614136
Line.line_got_4163_4161,0.108116986
Line.line_got_4164_4163,0.105811816
Line.line_got_4165_4164,0.081189016
Line.line_got_4166_4167,0.179562736
Line.line_got_4167_4006,0.183436716
Line.line_got_4168_4021,0.8401058709999999
Line.line_got_4169_4170,0.212871516
Line.line_got_4170_4171,0.214306676
Line.line_got_4171_4172,0.233635076
Line.line_got_4172_4173,0.236324556
Line.line_got_4173_4176,0.256802456
Line.line_got_4174_4014,0.546688621
Line.line_got_4175_4174,0.544559741
Line.line_got_4176_4181,0.264509206
Line.line_got_4177_4013,0.5091444210000001
Line.line_got_4178_4012,0.5032548140000002
Line.line_got_4179_4178,0.5032364520000001
Line.line_got_4180_4011,0.4737708120000001
Line.line_got_4181_4007,0.284549606
Line.line_got_4182_4180,0.4411507120000001
Line.line_got_4183_4185,0.301416236
Line.line_got_4184_4182,0.4020275120000001
Line.line_got_4185_4008,0.310377326
Line.line_got_4186_4010,0.3699378820000001
Line.line_got_4187_4188,0.3246238360000001
Line.line_got_4188_4009,0.3251435720000001
Line.line_got_4189_4102,5.088184441
Line.line_got_4190_4110,5.091561154
Line.line_ich_105_5033,0.001
Line.line_ich_5001_5034,0.01124189
Line.line_ich_5002_5037,0.030206864
Line.line_ich_5003_5040,0.045353744
Line.line_ich_5004_5043,0.059775746
Line.line_ich_5005_5006,0.0766530119999999
Line.line_ich_5006_5051,0.0837375319999999
Line.line_ich_5007_5052,0.1014560519999999
Line.line_ich_5008_5054,0.1230548519999999
Line.line_ich_5009_5010,0.1507726919999999
Line.line_ich_5010_5057,0.1550483319999999
Line.line_ich_5011_5059,0.165061021
Line.line_ich_5012_5061,0.19029013
Line.line_ich_5013_5063,0.223657366
Line.line_ich_5014_5066,0.259216345
Line.line_ich_5015_5068,0.297762315
Line.line_ich_5016_5069,0.324678855
Line.line_ich_5017_5075,0.3481457129999999
Line.line_ich_5018_5078,0.356036468
Line.line_ich_5019_5020,0.369727058
Line.line_ich_5020_5021,0.377491288
Line.line_ich_5021_5022,0.387614488
Line.line_ich_5022_5023,0.4027503879999999
Line.line_ich_5023_5024,0.4183986879999999
Line.line_ich_5024_5025,0.4447195879999999
Line.line_ich_5025_5026,0.4737361879999999
Line.line_ich_5026_5081,0.501878188
Line.line_ich_5027_5082,0.523607858
Line.line_ich_5029_5018,0.348683258
Line.line_ich_5029_5077,0.348683258
Line.line_ich_5030_5031,0.355180512
Line.line_ich_5031_5032,0.360116392
Line.line_ich_5033_5001,0.00591285
Line.line_ich_5034_5035,0.02252909
Line.line_ich_5035_5036,0.02362072
Line.line_ich_5036_5002,0.02940576
Line.line_ich_5037_5038,0.032842824
Line.line_ich_5038_5039,0.040082964
Line.line_ich_5039_5003,0.042301344
Line.line_ich_5040_5041,0.051168894
Line.line_ich_5041_5042,0.051778896
Line.line_ich_5042_5004,0.0575728759999999
Line.line_ich_5043_5044,0.059946675
Line.line_ich_5044_5045,0.068454795
Line.line_ich_5045_5046,0.070186895
Line.line_ich_5046_5047,0.0711827439999999
Line.line_ich_5047_5048,0.0721452359999999
Line.line_ich_5048_5049,0.0723656119999999
Line.line_ich_5049_5050,0.0734906919999999
Line.line_ich_5050_5005,0.0740711419999999
Line.line_ich_5051_5007,0.0957570319999999
Line.line_ich_5052_5053,0.1071080319999999
Line.line_ich_5053_5008,0.1198351319999999
Line.line_ich_5054_5055,0.1423615519999999
Line.line_ich_5055_5056,0.1433815819999999
Line.line_ich_5056_5009,0.1474382219999999
Line.line_ich_5057_5058,0.156310562
Line.line_ich_5058_5011,0.157045311
Line.line_ich_5059_5060,0.166853591
Line.line_ich_5060_5012,0.189450391
Line.line_ich_5061_5062,0.191213426
Line.line_ich_5062_5013,0.219827426
Line.line_ich_5063_5064,0.238806466
Line.line_ich_5064_5065,0.249154066
Line.line_ich_5065_5014,0.258881706
Line.line_ich_5066_5067,0.282391445
Line.line_ich_5067_5015,0.285654515
Line.line_ich_5068_5016,0.302748755
Line.line_ich_5069_5070,0.325945255
Line.line_ich_5070_5071,0.3474671549999999
Line.line_ich_5071_5017,0.347716076
Line.line_ich_5072_5030,0.354057472
Line.line_ich_5073_5072,0.353197435
Line.line_ich_5074_5073,0.353160145
Line.line_ich_5075_5076,0.3485109389999999
Line.line_ich_5076_5029,0.348579873
Line.line_ich_5077_5074,0.348697515
Line.line_ich_5078_5079,0.363289238
Line.line_ich_5079_5080,0.364578858
Line.line_ich_5080_5019,0.366317628
Line.line_ich_5081_5027,0.521019888
Line.line_ich_5082_5083,0.5301693279999999
Line.line_ich_5083_5028,0.5306521399999999
Line.line_im1_106_6164,0.001
Line.line_im1_6002_6003,3.903356652000001
Line.line_im1_6002_6109,3.903356652000001
Line.line_im1_6004_6005,2.2667341320000003
Line.line_im1_6004_6110,2.2667341320000003
Line.line_im1_6006_6007,3.042332342
Line.line_im1_6006_6082,3.042332342
Line.line_im1_6009_6010,0.288304682
Line.line_im1_6010_6011,0.303505582
Line.line_im1_6011_6012,0.344087982
Line.line_im1_6012_6013,0.366865782
Line.line_im1_6013_6014,0.393054682
Line.line_im1_6014_6015,0.406921982
Line.line_im1_6015_6016,0.411874892
Line.line_im1_6016_6017,0.427508692
Line.line_im1_6017_6018,0.448366492
Line.line_im1_6018_6019,0.466471192
Line.line_im1_6019_6020,0.476893792
Line.line_im1_6020_6021,0.485640472
Line.line_im1_6021_6070,0.500499472
Line.line_im1_6022_6023,0.520228752
Line.line_im1_6023_6024,0.532949952
Line.line_im1_6024_6025,0.549896552
Line.line_im1_6025_6026,0.572051552
Line.line_im1_6026_6027,0.586608252
Line.line_im1_6027_6028,0.613704652
Line.line_im1_6028_6029,0.627050452
Line.line_im1_6029_6030,0.642237052
Line.line_im1_6030_6031,0.658935052
Line.line_im1_6031_6032,0.668288792
Line.line_im1_6032_6033,0.682078792
Line.line_im1_6033_6034,0.691982332
Line.line_im1_6034_6035,0.7000945620000001
Line.line_im1_6035_6036,0.7112401620000001
Line.line_im1_6036_6037,0.727433662
Line.line_im1_6037_6038,0.7470254620000001
Line.line_im1_6038_6039,0.7550179020000001
Line.line_im1_6039_6040,0.768298102
Line.line_im1_6040_6041,0.797332302
Line.line_im1_6041_6042,0.8119541020000001
Line.line_im1_6042_6043,0.8256900020000001
Line.line_im1_6043_6142,0.835593612
Line.line_im1_6044_6141,0.8477262520000001
Line.line_im1_6045_6046,0.8734864019999999
Line.line_im1_6046_6047,0.905216102
Line.line_im1_6047_6048,0.919495102
Line.line_im1_6048_6049,0.943251402
Line.line_im1_6049_6050,0.960973302
Line.line_im1_6050_6051,0.982727102
Line.line_im1_6051_6052,0.996541202
Line.line_im1_6052_6053,1.020469302
Line.line_im1_6053_6054,1.043933802
Line.line_im1_6054_6055,1.056858402
Line.line_im1_6055_6056,1.067632202
Line.line_im1_6056_6057,1.359700202
Line.line_im1_6057_6058,1.711648202
Line.line_im1_6058_6059,1.7424915019999998
Line.line_im1_6059_6060,1.7960262019999995
Line.line_im1_6060_6139,1.866662102
Line.line_im1_6061_6138,1.906140902
Line.line_im1_6062_6137,1.923168772
Line.line_im1_6063_6064,1.956209552
Line.line_im1_6064_6065,2.012069252
Line.line_im1_6065_6066,2.049107952
Line.line_im1_6066_6084,2.085008252
Line.line_im1_6067_6068,2.1474286520000003
Line.line_im1_6068_6069,2.2543706520000004
Line.line_im1_6069_6004,2.2564989320000004
Line.line_im1_6070_6022,0.515742572
Line.line_im1_6070_6071,0.515742572
Line.line_im1_6071_6072,0.539517072
Line.line_im1_6072_6073,0.547915972
Line.line_im1_6074_6124,2.3743068820000004
Line.line_im1_6075_6076,2.5039229420000004
Line.line_im1_6076_6077,2.5888361420000003
Line.line_im1_6077_6078,2.6924631420000003
Line.line_im1_6078_6079,2.819848142
Line.line_im1_6079_6080,2.898672442
Line.line_im1_6080_6081,2.942218542
Line.line_im1_6081_6006,3.007754742
Line.line_im1_6082_6130,3.071747342
Line.line_im1_6085_6121,2.2030932520000004
Line.line_im1_6086_6087,2.2387382520000005
Line.line_im1_6087_6008,2.3243628520000006
Line.line_im1_6087_6088,2.3243628520000006
Line.line_im1_6088_6089,2.3381572520000007
Line.line_im1_6089_6090,2.4113382520000006
Line.line_im1_6090_6001,2.4366741520000006
Line.line_im1_6090_6091,2.4366741520000006
Line.line_im1_6091_6092,2.6252641520000006
Line.line_im1_6092_6093,2.7158818520000008
Line.line_im1_6093_6094,2.785848552000001
Line.line_im1_6094_6095,2.8551712520000008
Line.line_im1_6095_6096,2.9494981520000008
Line.line_im1_6096_6097,3.0529031520000007
Line.line_im1_6097_6098,3.130596052000001
Line.line_im1_6098_6099,3.247463052000001
Line.line_im1_6099_6100,3.292948352000001
Line.line_im1_6100_6101,3.3484476520000013
Line.line_im1_6101_6102,3.416947352000001
Line.line_im1_6102_6103,3.470967552000001
Line.line_im1_6103_6104,3.482472352000001
Line.line_im1_6104_6105,3.536941952000001
Line.line_im1_6105_6106,3.613404952000001
Line.line_im1_6106_6107,3.683535952000001
Line.line_im1_6107_6108,3.746504252000001
Line.line_im1_6108_6002,3.836221952000001
Line.line_im1_6110_6074,2.3652856320000004
Line.line_im1_6110_6111,2.3652856320000004
Line.line_im1_6111_6112,2.4041946320000003
Line.line_im1_6112_6113,2.4652927320000004
Line.line_im1_6113_6114,2.5071003320000003
Line.line_im1_6114_6115,2.561968132
Line.line_im1_6115_6116,2.620416632
Line.line_im1_6116_6117,2.643962832
Line.line_im1_6117_6118,2.668731132
Line.line_im1_6118_6119,2.691267032
Line.line_im1_6119_6120,2.721195232
Line.line_im1_6121_6086,2.228656152000001
Line.line_im1_6121_6122,2.228656152000001
Line.line_im1_6122_6123,2.2584555520000005
Line.line_im1_6124_6075,2.3776299420000004
Line.line_im1_6124_6132,2.3776299420000004
Line.line_im1_6125_6133,2.399203763
Line.line_im1_6126_6127,2.433254879
Line.line_im1_6127_6128,2.452195679
Line.line_im1_6128_6129,2.490615979
Line.line_im1_6130_6131,3.111234542
Line.line_im1_6131_6083,3.112009591
Line.line_im1_6132_6125,2.378456063
Line.line_im1_6133_6134,2.408715713
Line.line_im1_6134_6135,2.409305579
Line.line_im1_6135_6136,2.417995509
Line.line_im1_6136_6126,2.418832179
Line.line_im1_6137_6063,1.926391652
Line.line_im1_6138_6062,1.921776002
Line.line_im1_6139_6061,1.895375202
Line.line_im1_6140_6045,0.861646802
Line.line_im1_6141_6140,0.851629602
Line.line_im1_6142_6044,0.847180012
Line.line_im1_6143_6009,0.284370882
Line.line_im1_6144_6143,0.2712082819999999
Line.line_im1_6145_6144,0.2708596829999999
Line.line_im1_6146_6145,0.2310870829999999
Line.line_im1_6147_6146,0.2124500829999999
Line.line_im1_6148_6147,0.2079294829999999
Line.line_im1_6149_6148,0.1745099829999999
Line.line_im1_6150_6149,0.162076383
Line.line_im1_6151_6150,0.1618248699999999
Line.line_im1_6152_6151,0.1559731899999999
Line.line_im1_6153_6152,0.1514636899999999
Line.line_im1_6154_6153,0.14166988
Line.line_im1_6155_6154,0.1341385
Line.line_im1_6156_6155,0.1281921899999999
Line.line_im1_6157_6156,0.1193527899999999
Line.line_im1_6158_6157,0.1089127899999999
Line.line_im1_6159_6158,0.0947097899999999
Line.line_im1_6160_6159,0.0890676599999999
Line.line_im1_6161_6160,0.05052236
Line.line_im1_6162_6161,0.0332164599999999
Line.line_im1_6163_6162,0.02597438
Line.line_im1_6164_6163,0.0222294
Line.line_im2_107_7001,0.001
Line.line_im2_7001_7002,0.0240787
Line.line_im2_7002_7104,0.02782518
Line.line_im2_7003_7100,0.09752807
Line.line_im2_7004_7099,0.13926995
Line.line_im2_7005_7006,0.1646498
Line.line_im2_7006_7097,0.2096538
Line.line_im2_7007_7008,0.24337766
Line.line_im2_7008_7009,0.27608676
Line.line_im2_7009_7096,0.32083906
Line.line_im2_7010_7011,0.35615511
Line.line_im2_7011_7094,0.36825781
Line.line_im2_7012_7093,0.39987871
Line.line_im2_7013_7092,0.49070471
Line.line_im2_7014_7091,0.52185941
Line.line_im2_7015_7090,0.55700748
Line.line_im2_7016_7017,0.62406848
Line.line_im2_7017_7018,0.6682521800000001
Line.line_im2_7018_7089,0.7014394800000001
Line.line_im2_7019_7020,0.7554380700000001
Line.line_im2_7020_7021,0.76936367
Line.line_im2_7021_7022,0.98613567
Line.line_im2_7022_7023,1.04968387
Line.line_im2_7023_7088,1.050464645
Line.line_im2_7024_7025,1.059446703
Line.line_im2_7025_7026,1.107763303
Line.line_im2_7026_7087,1.180100703
Line.line_im2_7027_7086,1.2349831030000002
Line.line_im2_7028_7084,1.2662760630000005
Line.line_im2_7029_7083,1.2963641890000004
Line.line_im2_7030_7031,1.3342722190000005
Line.line_im2_7031_7032,1.4078697190000002
Line.line_im2_7032_7033,1.4727298190000002
Line.line_im2_7033_7034,1.5768338190000002
Line.line_im2_7034_7082,1.576979139
Line.line_im2_7035_7081,1.5776528180000002
Line.line_im2_7036_7037,1.653992918
Line.line_im2_7037_7038,1.700761418
Line.line_im2_7038_7039,1.7198484180000002
Line.line_im2_7039_7040,1.7227202380000002
Line.line_im2_7040_7079,1.7742467380000002
Line.line_im2_7041_7042,1.839814638
Line.line_im2_7042_7043,1.8927646380000005
Line.line_im2_7043_7078,1.9915145380000003
Line.line_im2_7044_7077,2.1131770480000003
Line.line_im2_7045_7046,2.117698858
Line.line_im2_7046_7076,2.2262078580000004
Line.line_im2_7047_7075,2.3284265580000003
Line.line_im2_7048_7074,2.347577605
Line.line_im2_7049_7050,2.4755632050000003
Line.line_im2_7050_7051,2.6336382050000005
Line.line_im2_7051_7073,2.6420554350000005
Line.line_im2_7052_7053,2.733247035
Line.line_im2_7053_7072,2.7605357350000004
Line.line_im2_7054_7071,2.8439220250000004
Line.line_im2_7055_7056,2.8450366080000005
Line.line_im2_7056_7070,2.8573395080000004
Line.line_im2_7057_7058,2.9197513480000006
Line.line_im2_7058_7068,3.0070436480000007
Line.line_im2_7059_7067,3.1010648480000005
Line.line_im2_7060_7061,3.1662456160000003
Line.line_im2_7061_7063,3.1709769860000003
Line.line_im2_7063_7064,3.1711858360000003
Line.line_im2_7064_7062,3.1720358930000003
Line.line_im2_7065_7060,3.1661491780000004
Line.line_im2_7066_7065,3.1576171480000004
Line.line_im2_7067_7066,3.1250169480000003
Line.line_im2_7068_7059,3.0354306480000006
Line.line_im2_7069_7057,2.9183306880000006
Line.line_im2_7070_7069,2.8590552880000004
Line.line_im2_7071_7055,2.8445072060000003
Line.line_im2_7072_7054,2.8416127350000004
Line.line_im2_7073_7052,2.6630397350000004
Line.line_im2_7074_7049,2.407474805
Line.line_im2_7075_7048,2.3292143050000003
Line.line_im2_7076_7047,2.2418474580000005
Line.line_im2_7077_7045,2.114634838
Line.line_im2_7078_7044,2.109363538
Line.line_im2_7079_7041,1.8019661380000005
Line.line_im2_7080_7036,1.6306898180000002
Line.line_im2_7081_7080,1.5884684180000002
Line.line_im2_7082_7035,1.577368894
Line.line_im2_7083_7030,1.3001880190000004
